Gene	logpval_gwascatalog	Adipose - Subcutaneous_GTExTPM	Adipose - Visceral (Omentum)_GTExTPM	Adrenal Gland_GTExTPM	Artery - Aorta_GTExTPM	Artery - Coronary_GTExTPM	Artery - Tibial_GTExTPM	Bladder_GTExTPM	Brain - Amygdala_GTExTPM	Brain - Anterior cingulate cortex (BA24)_GTExTPM	Brain - Caudate (basal ganglia)_GTExTPM	Brain - Cerebellar Hemisphere_GTExTPM	Brain - Cerebellum_GTExTPM	Brain - Cortex_GTExTPM	Brain - Frontal Cortex (BA9)_GTExTPM	Brain - Hippocampus_GTExTPM	Brain - Hypothalamus_GTExTPM	Brain - Nucleus accumbens (basal ganglia)_GTExTPM	Brain - Putamen (basal ganglia)_GTExTPM	Brain - Spinal cord (cervical c-1)_GTExTPM	Brain - Substantia nigra_GTExTPM	Breast - Mammary Tissue_GTExTPM	Cells - Cultured fibroblasts_GTExTPM	Cells - EBV-transformed lymphocytes_GTExTPM	Cervix - Ectocervix_GTExTPM	Cervix - Endocervix_GTExTPM	Colon - Sigmoid_GTExTPM	Colon - Transverse_GTExTPM	Esophagus - Gastroesophageal Junction_GTExTPM	Esophagus - Mucosa_GTExTPM	Esophagus - Muscularis_GTExTPM	Fallopian Tube_GTExTPM	Heart - Atrial Appendage_GTExTPM	Heart - Left Ventricle_GTExTPM	Kidney - Cortex_GTExTPM	Kidney - Medulla_GTExTPM	Liver_GTExTPM	Lung_GTExTPM	Minor Salivary Gland_GTExTPM	Muscle - Skeletal_GTExTPM	Nerve - Tibial_GTExTPM	Ovary_GTExTPM	Pituitary_GTExTPM	Prostate_GTExTPM	Skin - Not Sun Exposed (Suprapubic)_GTExTPM	Skin - Sun Exposed (Lower leg)_GTExTPM	Small Intestine - Terminal Ileum_GTExTPM	Spleen_GTExTPM	Stomach_GTExTPM	Testis_GTExTPM	Thyroid_GTExTPM	Uterus_GTExTPM	Vagina_GTExTPM	Whole Blood_GTExTPM	ExomiserScore	humanScore_Exomiser	mouseScore_Exomiser	fishScore_Exomiser	ppiScore_Exomiser	RVIS_Score	humancellsensitivity	humancellspecificity	mousecellsensitivity	mousecellspecificity	ui_panglaoDB	SignalValue_H3k4me1_median	SignalValue_H3k4me3_median	SignalValue_H3k27Ac_median	pLI_ExAC	CNVs_ExAC	Gene_length	GDI_Score	HIPred	IPA_Hyperlipidemia_Annotation	O_GlcNAc_Score	EMS_Max	ExAc_constraint_obs_exp	SignalValue_H3k27me3_median	SignalValue_H3k36me3_median	SignalValue_H3k79me2_median	SignalValue_H3k9ac_median	SignalValue_H3k9me1_median	H4k20me1_count	SignalValue_H4k20me1_median	label
CD300LG	211.69897	93.974	89.6467	1.33593	0.717496	3.60245	2.32489	1.28152	0.0777846	0.0710499	0.117082	0.0742044	0.089466	0.0845544	0.0796608	0.0602251	0.0746295	0.107462	0.107217	0.108725	0.130259	79.6847	0.0239718	0.0268676	2.23728	3.39396	1.82287	0.916377	2.54721	0.62693	3.26558	3.74494	6.13443	8.96856	0.711282	0.941429	0.0944556	7.76926	0.859669	5.02751	7.45714	1.09423	0.17626	1.16144	3.29828	5.989	0.934546	2.07432	1.62525	23.0492	1.98059	3.07576	2.56905	0.0345247	0	0	0	0	0	-0.29	0.0384615	0	0.174479	0.000944861	0.008	9.13923	NA	NA	0.029935109	2	16481	133.91687	0.211700186	NA	NA	NA	NA	3.41871	NA	NA	NA	NA	NA	NA	probable
CD36	73.39794001	534.99	548.955	6.44462	7.70987	43.3913	12.084	13.096	0.50319	0.291084	0.364268	0.195152	0.230291	0.267401	0.293707	0.656747	0.980404	0.222836	0.20424	0.493115	0.232749	362.518	0.584006	0.161068	2.34585	2.23198	19.1817	15.3649	25.7812	2.85199	26.2584	4.78424	80.182	141.393	0.81056	5.11085	3.41992	43.404	8.11637	43.8002	27.0984	2.25926	1.19098	2.5134	10.8302	17.4755	15.9939	106.582	15.1165	2.5218	70.973	3.00427	7.6583	16.5683	0	0	0	0	0	-1.7	NA	NA	NA	NA	0.042	5.09369	9.56953	10.3581	8.31E-46	30	309702	678.68388	0.436840415	NA	6.093181007	NA	NA	3.7675	NA	NA	NA	NA	NA	NA	probable
CDK12	62.69897	13.9903	11.6374	9.39793	13.2158	12.3057	14.7186	14.8164	2.48871	2.56701	2.94833	11.0963	10.8091	3.65082	3.5323	2.64159	3.43974	2.96505	2.416	4.9503	2.84487	13.3362	21.3004	30.2864	17.9116	17.6233	11.7617	9.90779	11.1182	12.911	11.1893	16.0421	5.27922	3.14139	5.07164	7.06328	5.54731	14.743	12.8291	4.18589	16.2438	17.6763	11.3804	13.7234	15.8839	16.4373	11.875	12.8381	7.88961	22.3649	16.74	17.143	16.6931	6.78049	0	0	0	0	0	-1.17	NA	NA	NA	NA	NA	7.74338	5.9798	12.8694	0.999991813	5	103396	241.23657	0.79590714	NA	44.35448263	NA	0.82947719	NA	4.02359	4.41051	11.2466	1.21419	241	2.22395	probable
CDKAL1	214.30103	7.45028	5.99311	3.68508	6.44854	6.74085	8.32369	7.20168	1.72363	1.7688	1.99191	4.71322	4.26315	2.14375	2.23271	1.71146	2.36257	2.00112	1.66689	4.38864	2.04046	7.73319	7.35348	12.3475	8.99032	9.63197	6.33911	4.95864	5.69828	5.01095	5.4475	9.05461	2.63192	1.8261	2.59026	3.9853	1.9184	7.17326	5.80662	4.65965	8.90359	10.2875	5.26939	6.36991	7.5199	8.11843	5.55955	6.40553	4.30499	7.48491	8.81015	9.72103	7.41512	1.53447	0	0	0	0	0	-0.58	NA	NA	NA	NA	NA	8.29593	7.558	9.73506	0.577650481	5	697947	656.55651	0.488307536	NA	NA	0.018678	NA	NA	1.91808	3.67308	10.4074	1.69183	243	1.60645	probable
CDKN1A	24.39794001	198.865	300.972	65.3594	417.829	249.203	369.658	193.814	12.3837	10.353	13.0315	6.36021	8.71729	13.6322	11.409	11.9851	18.3068	13.0828	9.11055	32.2914	20.1552	146.365	375.177	228.969	152.6	106.993	85.612	99.4723	93.9746	144.321	95.9148	250.708	74.7343	56.1859	59.5473	73.9984	54.2047	201.494	74.9705	118.116	179.453	261.287	127.376	90.85	238.885	212.855	117.099	37.0049	70.6408	73.9433	106.701	96.6442	182.63	23.1257	0.454861888	0.454861888	0	0	0	0.46	NA	NA	NA	NA	NA	9.63636	33.9835	19.2141	0.027202551	1	10811	899.40808	0.581228554	NA	NA	NA	NA	NA	7.28958	12.8592	28.5908	2.1344	133	8.68628	probable
CDKN1B	48.69897	94.9772	63.0684	49.699	86.7068	85.1264	149.334	61.6311	39.6937	43.9546	44.8701	193.423	128.003	43.1238	61.5176	43.3094	50.9995	40.6524	40.1406	94.0911	53.3752	94.6897	27.2533	62.6482	131.391	109.126	77.5027	50.1543	62.8674	41.5236	62.7822	98.8853	26.4896	16.8952	22.4812	22.5816	24.0626	77.819	49.1794	40.4065	138.376	104.613	45.9071	54.3737	66.7813	78.0434	58.7163	71.2837	33.4228	49.4729	76.1628	110.358	85.6388	57.1666	0.454861888	0.454861888	0	0	0	-0.01	NA	NA	NA	NA	NA	13.9924	41.7726	27.8359	0.847005306	0	7313	2616.41863	0.782960892	NA	NA	NA	NA	NA	5.06338	7.70552	40.0235	1.31216	19	5.51395	probable
CEACAM1	NA	2.16862	15.006	12.9764	0.624547	1.14489	0.296605	3.21506	0.151024	0.113447	0.179746	0.197845	0.273439	0.154223	0.117484	0.187366	0.300007	0.15012	0.150487	0.76404	0.373884	10.0015	0.177154	2.81883	4.16397	11.2975	1.80729	37.8943	1.24043	65.8662	1.43618	6.67816	1.52452	1.51534	26.5286	30.7663	18.4239	8.85603	58.5413	0.533797	0.64073	1.78656	6.04516	31.1653	3.33724	4.34669	17.8646	10.8252	4.22828	2.49582	6.07667	7.40738	32.7725	26.9992	0	0	0	0	0	0.22	0.666667	0.020192	0.506622	0.0263226	0.024	8.96698	NA	NA	0.658400055	28	53930	629.0016	0.570427001	NA	NA	NA	NA	1.77771	NA	NA	NA	NA	NA	NA	probable
CEACAM16	NA	0.0477202	0.0394073	0.410003	0	0.0282609	0	0.0260487	0	0	0	0	0	0	0	0	0.0102384	0	0	0	0.0142164	0.0660573	0	0	0.0316357	0.0546787	0	0.0864556	0.0165561	0.0906849	0.0199669	0.0203164	0.0271947	0.0145632	0.0191116	0.058534	0.11747	0.114933	0.0430311	0.089618	0.0280806	0	0.308334	0.0298436	0.0189035	0.0218615	0.0554329	0.062983	0.0318455	0.193771	0.0441242	0.0294893	0.0585975	0	0	0	0	0	0	-0.4	NA	NA	NA	NA	NA	7.31706	NA	5.09093	0.029580258	1	11565	75.72401	0.234216228	NA	NA	NA	NA	NA	1.59093	6.90424	6.96698	2.10032	NA	NA	probable
CEACAM3	6.301029996	0.188074	0.468337	0.059884	0.097757	0.117463	0.0376727	0.120734	0.0392805	0.0365359	0.0389408	0.0255564	0.0327017	0.0603244	0.037705	0.0335042	0.0389541	0.0279348	0.0381188	0.04567	0.0578992	0.123551	0	0.00909289	0.147071	0.129247	0.0879557	0.670768	0.110846	0.840857	0.0989483	0.271501	0.139465	0.102943	0.120739	0.0958171	0.256452	3.46135	0.212968	0.0392034	0.0538231	0.0344023	0.107668	0.123409	0.0317035	0.0358265	0.364074	8.62236	0.0682717	0.156015	0.175454	0.0966869	0.425707	58.8404	0	0	0	0	0	0.42	NA	NA	NA	NA	NA	NA	NA	NA	1.50E-07	102	15222	69.72688	0.138881207	NA	NA	NA	NA	2.61328	NA	NA	NA	NA	NA	NA	probable
CEACAM4	5.096910013	1.15924	1.43691	0.633895	1.09108	1.61538	0.718445	1.07411	0.105788	0.0778341	0.105498	0.0609512	0.0818106	0.116471	0.0838996	0.138102	0.179782	0.106435	0.0834612	0.379302	0.199245	0.79167	0	0	0.325842	0.766079	0.807016	0.72671	0.549738	1.12482	0.612654	2.09541	0.390301	0.35481	0.396764	0.285311	0.523306	8.81168	0.926956	0.161831	1.79863	0.282502	0.459275	1.63919	0.283483	0.387004	2.53464	48.3279	0.587214	0.340793	0.631471	0.682941	0.996755	86.3617	0	0	0	0	0	1.02	NA	NA	NA	NA	NA	NA	NA	NA	1.68E-06	3	8098	743.97705	0.111908376	NA	NA	0.069802	NA	NA	NA	NA	NA	NA	NA	NA	probable
CEACAM5	NA	0.034778	0.0418012	0.0884003	0.0438234	0.0605263	0.0274375	0.230424	0.0178974	0.0145006	0.0112013	0.0361688	0.0810934	0.0191509	0.0174829	0.0163165	0.0138304	0.012992	0.0109672	0	0.00903577	0.120509	0.0705379	0.042266	0.447234	0.102964	0.738022	249.493	0.130594	293.415	0.164163	0.371514	0.0233512	0.0190585	0.0358759	0	0.0635646	4.3877	17.2374	0.0217058	0.0350101	0.104094	0.138759	0.23913	2.50956	3.9513	30.684	0.10673	0.581719	0.621665	0.134085	0.133175	78.9219	0.057617	0	0	0	0	0	1.92	0.882353	0.0123496	0	0.000128584	0.004	NA	NA	NA	3.67E-05	10	21214	525.99201	0.193952069	NA	NA	NA	NA	2.61328	NA	NA	NA	2.12959	NA	NA	probable
CEACAM6	9.301029996	0.0992423	0.124504	0.0690121	0.0847238	0.0960982	0.0631554	0.124498	0.0305566	0.0326036	0.0559497	0.0531851	0.0920085	0.0491281	0.0462615	0.0325457	0.0405664	0.160645	0.0369027	0.026102	0.036757	0.335563	0.0991532	0.0478043	0.319489	0.123915	0.448282	23.6785	0.126932	249.731	0.14253	1.14105	0.0646507	0.0602022	0.0556625	0.00953579	0.146663	258.63	236.133	0.0486163	0.0638957	0.117099	0.205944	1.327	6.21777	8.58389	8.17646	1.29188	0.398543	0.331798	0.207541	0.174845	87.6582	6.79668	0	0	0	0	0	-0.05	NA	NA	NA	NA	NA	NA	NA	NA	0.191109811	52	21228	32.11486	0.277726054	NA	NA	NA	NA	2.61328	NA	NA	NA	NA	12	3.56154	probable
CEACAM7	NA	0.0130079	0.0194016	0.0338007	0.0209531	0.0235355	0	0.0615746	0	0	0	0	0.0297386	0	0	0	0	0.0202361	0	0	0	0.0490213	0	0.0231044	0.2907	0.0113518	0.223545	93.8204	0.0510529	30.3053	0.0639485	0.0719466	0	0	0.0321168	0	0.0341601	0.0865556	0.363669	0	0	0.0494977	0.0507289	0.0936725	1.32819	1.12049	0.158362	0.0514131	0.0793166	0.316702	0.0311098	0.0492	30.5915	0.0325975	0	0	0	0	0	0.97	NA	NA	NA	NA	NA	NA	NA	NA	9.14E-07	146	33660	239.82924	0.111908376	NA	NA	NA	NA	2.42866	NA	NA	NA	2.12959	76	1.56434	probable
CEACAM8	NA	0.0836541	0.100761	0.0257316	0.0317146	0.0172059	0	0.0136167	0.0345429	0.0345616	0.0330262	0.0628361	0.0569204	0.0325247	0.0369658	0.0313856	0.0298546	0.0333607	0.0249466	0.029235	0.0335918	0.0636365	0	0	0.0257093	0	0.017332	0.12585	0	0.0486695	0.01673	0.0398045	0.0390391	0.0204809	0.0389741	0.0471101	0.0568436	1.23686	0.0357127	0.011842	0.0182516	0.0167096	0.0536471	0.0179789	0.011895	0.0161663	0.0249993	2.47296	0	0.163429	0.0570823	0.0309849	0.0418774	13.6464	0	0	0	0	0	0.22	0	0	0	0	0	NA	NA	NA	1.25E-07	9	14814	214.00768	0.111908376	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	probable
CEBPA	NA	102.677	74.8044	1.9595	2.41065	7.44959	1.64446	7.07733	3.89691	4.00861	6.4742	4.42227	4.48282	4.6875	4.44286	4.66349	4.6905	6.13586	4.55756	8.95873	6.11242	47.0596	0.550248	0.177151	12.5939	11.4611	3.41323	17.8042	3.87266	20.2236	3.32758	4.20696	1.04832	0.517667	2.21668	1.86231	72.5413	16.8831	8.2987	6.15224	7.76748	1.0882	2.6386	11.4618	132.824	121.063	14.1991	8.83236	11.4841	1.57102	9.12402	4.68126	17.5838	21.3192	0	0	0	0	0	NA	0	0	0.533333	0.0299647	0.025	7.16937	8.56453	NA	NA	NA	2630	9.16298	NA	NA	NA	NA	NA	3.47933	NA	NA	8.74656	NA	23	1.36914	probable
CEL	25.52287875	1.38	1.67254	2.43557	2.36263	2.25091	1.58467	3.42408	0.891438	1.00472	1.37519	9.12028	11.1769	2.03244	1.44165	1.04261	1.18136	1.65004	1.19881	1.03573	0.789157	1.57925	1.69456	1.70553	5.53737	4.6704	2.11592	2.13581	1.60709	5.45615	1.77942	4.20265	2.72865	1.35998	3.79113	3.57642	1.7596	1.9089	2.44725	0.600873	2.40242	7.64395	158.004	4.5452	2.50642	3.2369	3.92907	3.28046	2.21721	3.17883	2.78064	4.3881	3.81323	0.548206	0.437177417	0.437177417	0	0	0	NA	0.166667	0	0.442857	0.000837899	0.002	10.9444	NA	NA	6.34E-05	NA	9883	277.82312	0.271480918	1	NA	NA	0.824757064	4.79997	3.1843	NA	NA	1.53061	NA	NA	probable
CELSR1	8.698970004	1.79532	1.48581	0.80807	0.421207	0.95049	0.536737	2.18063	0.177232	0.166817	0.216478	0.286614	0.314973	0.181071	0.166416	0.217955	0.308932	0.17484	0.127981	0.176083	0.228611	6.53649	0.0662945	0.61337	5.31799	3.54938	0.701407	1.0503	1.39056	24.1319	1.25992	5.03945	2.14147	1.96542	7.66069	12.0923	1.2208	15.4331	10.901	0.0857927	0.942054	0.809745	12.7156	9.08318	23.7203	20.2145	2.94346	4.18577	6.94437	2.87316	13.9488	2.68115	13.5133	0.200592	0	0	0	0	0	-2.82	NA	NA	NA	NA	NA	7.64129	10.1285	11.9074	0.999990747	6	176336	7612.06127	0.638582647	NA	NA	NA	0.571692782	5.91968	4.00584	5.23208	5.57928	2.25067	77	5.50975	probable
CENPO	32.09691001	10.2065	8.42538	5.65524	4.06556	4.81486	4.65352	5.49583	3.7775	4.64058	4.01304	7.10482	8.36755	5.95082	5.13261	3.79987	4.42814	4.64057	3.32612	4.61251	3.86463	8.83875	11.6615	21.2912	10.0839	9.81652	3.10168	4.89736	4.03256	6.37219	3.84094	7.73447	2.18262	1.55325	2.4193	3.45624	1.47413	7.76759	3.96488	1.62958	17.6122	9.81249	7.20804	6.44502	5.79166	6.4025	6.44354	7.62095	3.28177	19.9948	8.03221	8.77615	7.86931	1.87296	0	0	0	0	0	0.02	NA	NA	NA	NA	NA	10.9406	5.12766	12.161	6.63E-06	14	29240	61.158	0.437667578	NA	NA	NA	NA	NA	4.80199	8.57415	9.12453	1.29402	77	1.59209	probable
CEP55	8	0.512169	0.38522	0.609342	0.525739	0.664648	0.25182	0.393482	0.0366228	0.0299796	0.0565594	0.0177543	0	0.0262619	0.0372236	0.0432218	0.0497582	0.0332447	0.0347827	0.168299	0.0737915	0.3762	23.0661	54.0306	0.252237	0.406731	0.240234	1.9336	0.189779	8.61559	0.217093	0.277826	0.105119	0.0703644	0.104682	0.14501	0.0750416	0.996892	0.652157	0.0620516	0.295166	0.161088	0.417783	0.300503	1.53813	1.48485	2.8764	2.22285	0.646688	21.5003	0.361627	0.174353	2.38252	0.398697	0	0	0	0	0	1.62	NA	NA	NA	NA	NA	9.48968	25.0397	8.57714	1.30E-07	0	32460	2637.09733	0.561549425	NA	NA	NA	NA	NA	7.24373	6.5681	21.7188	1.40678	66	1.82849	probable
CERK	9	27.7751	26.7449	31.8268	38.5336	34.1517	29.9107	27.769	13.414	23.5723	15.9443	55.2292	82.1359	29.084	34.4356	14.389	26.7064	13.9819	12.9821	15.2227	20.8689	23.9124	40.2486	27.8793	37.6147	42.8019	28.0676	26.966	30.6124	22.4453	29.4162	38.6167	28.4398	26.3432	18.5425	19.5954	11.9302	34.7606	28.4534	16.3984	23.0403	58.8917	101.975	23.4646	24.2332	29.5295	47.545	35.5257	27.2473	14.3123	49.2301	46.624	26.0273	30.5756	0	0	0	0	0	0.27	0	0.0102076	0.097561	0.011255	0.011	12.0835	22.2278	13.1584	1.60E-05	3	53850	373.76189	0.394194305	NA	NA	NA	NA	NA	4.95327	5.13276	22.4322	2.4216	433	2.69101	probable
CERS1	NA	0.218694	0.423871	0.332102	0.501409	1.21456	0.462856	1.14967	53.4729	57.8073	57.1725	38.4988	39.8711	59.2252	62.9468	58.5268	56.6504	52.1976	59.1	117.795	72.5667	0.479019	0.593053	0.0836016	2.3667	2.62215	2.54352	1.03523	1.59061	0.301007	1.63257	0.67598	2.03605	0.321588	0.189058	0.421364	0.0602639	0.4778	0.635097	2.46652	26.8217	2.52006	14.5995	1.29244	0.583294	0.690708	0.497685	0.197681	0.611672	28.2312	1.40141	0.758872	1.24233	0.0655633	0	0	0	0	0	-0.67	NA	NA	NA	NA	NA	5.10748	8.29942	NA	0.045457044	NA	28175	8.47404	0.317846656	NA	NA	NA	NA	12.3827	3.17622	7.84985	NA	2.39943	23	3.09796	probable
CERS4	39.52287875	15.2532	15.0243	10.5703	16.9333	13.5238	10.5721	24.3439	18.1453	18.9802	19.809	33.5446	32.8733	21.3036	22.0881	18.8652	19.6834	18.2259	19.4923	40.8305	18.1833	23.4769	1.46892	28.2399	50.1018	45.7272	21.2192	9.84547	21.0653	55.1819	18.8739	36.014	7.69983	5.98591	18.2743	14.4264	25.3744	25.4093	44.1514	1.42204	47.2204	34.3745	29.3791	45.9593	48.232	42.4093	16.1665	22.3797	20.015	17.7853	73.3017	32.2792	43.9171	12.3147	0	0	0	0	0	0.09	NA	NA	NA	NA	NA	7.27188	7.74825	NA	2.04E-13	27	55685	3493.40433	0.169639766	1	NA	NA	NA	9.54098	NA	NA	7.6496	NA	NA	NA	probable
CERS6	52.39794001	11.1543	10.4609	7.59366	6.31151	9.39445	13.9951	10.1591	3.9525	5.17581	3.68152	19.6511	13.0593	5.99739	9.68952	3.7843	5.26862	4.26228	2.60772	2.47641	2.73529	9.71322	22.5253	26.9331	12.4408	10.0747	5.04771	8.87169	10.9991	9.66897	11.7116	8.39657	10.7759	9.4376	3.1377	3.63223	2.70317	9.55597	4.63295	3.80378	11.0457	15.7571	6.13562	8.51651	18.9176	15.2253	12.6582	3.31033	10.2384	9.23561	9.67958	15.2901	11.346	1.74424	0	0	0	0	0	0.22	NA	NA	NA	NA	NA	7.41196	8.14691	10.5013	0.684541332	3	319272	125.72577	0.594537318	NA	NA	NA	NA	1.90122	1.95024	3.54056	11.2467	1.28948	766	1.25447	probable
CES1	5.522878745	55.5074	30.8581	7.22951	77.1052	57.1924	74.3284	65.481	0.342374	0.340523	1.14193	0.229962	0.341585	0.345176	0.273591	0.323345	0.271202	0.590247	0.569316	0.889658	0.393821	26.1454	12.2821	0.139973	21.47	29.782	74.7568	27.467	45.1934	16.8866	40.6498	39.74	32.0601	7.9969	1.48695	2.9932	403.205	180.276	22.5072	1.90832	31.1952	18.7374	2.81719	34.5431	10.5529	10.6143	8.89086	25.9705	5.25173	6.60252	9.46529	58.6193	14.9268	12.5852	0	0	0	0	0	1.91	NA	NA	NA	NA	NA	NA	NA	NA	6.77E-14	NA	30486	1302.69006	0.152543604	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	probable
CETP	307.39794	2.95324	6.59222	2.10807	0.49942	0.966683	0.350884	0.462014	0.299207	0.308285	0.507006	0.316747	0.355713	0.360185	0.313381	0.446145	0.319815	0.38563	0.486801	0.509199	0.468302	3.02972	0.0899769	4.94652	0.549462	0.64414	0.368296	0.462676	0.289093	0.187495	0.272727	0.396103	0.421506	0.199961	2.62764	3.61652	2.3481	2.94178	0.358989	0.130349	0.372596	0.295533	4.0797	0.656236	0.384117	0.491801	1.10322	34.9745	0.375341	0.662061	7.13885	0.651588	0.348312	1.23745	0.685634875	0.685634875	0	0	0	-0.06	NA	NA	NA	NA	NA	7.03343	26.2796	3.37942	5.18E-12	3	21995	320.75729	0.123297259	1	NA	NA	NA	4.75477	4.60534	2.20284	22.9929	4.23997	NA	NA	most likely
CFB	283	28.0181	122.896	12.1605	56.5409	56.2026	27.1125	20.0734	2.85035	2.14973	3.53156	3.92386	4.76234	3.37991	2.6573	3.23997	3.61399	2.85403	3.26531	6.74103	4.47059	37.8435	10.2186	0.339651	11.8306	17.9768	16.1696	19.5447	17.7051	17.0623	16.8054	36.4985	15.4096	2.36602	34.4646	20.9592	1114.93	51.3521	41.8648	1.59049	28.4465	11.8478	18.9582	34.0243	7.94412	8.47775	51.5646	15.7743	29.5212	3.1872	21.8823	16.773	12.5269	0.334464	0.404634202	0.404634202	0	0	0	1.64	0	0	0	0.00154689	0.001	8.53821	NA	NA	0.000978859	11	24386	579.86625	0.332020491	NA	NA	NA	NA	1.89315	6.09951	9.52681	22.5415	NA	NA	NA	probable
CFTR	7.397940009	0.0455158	0.263821	0.0156859	0.0407187	0.0444694	0.0632453	0.0777661	0.157084	0.0767255	0.415962	0.0792853	0.102828	0.147027	0.107902	0.268609	0.176887	0.394453	0.339243	0.98177	0.385338	0.0953544	0.0113543	0.0266627	0.0827497	0.103486	0.0711092	17.316	0.0447339	0.329108	0.0425524	0.687439	0.0199308	0.0372409	0.959175	0.324831	0.561802	2.35699	9.91875	0.0088276	0.0764263	0.0674239	0.187967	1.49837	1.31394	1.79176	5.06145	0.0393213	0.162679	1.70241	0.0756091	0.187896	0.104084	0	0.407347768	0.407347768	0	0	0	-0.51	0.257143	0.00657895	1	0.00288776	0.003	7.8366	13.5713	10.9052	2.96E-36	25	250187	637.50803	0.618791938	1	NA	NA	NA	2.38873	NA	NA	7.08953	1.19389	55	1.15322	probable
CGREF1	7.698970004	3.16577	2.9234	0.700748	3.54313	5.96213	1.68307	0.503918	12.5409	20.3434	21.2422	30.7078	30.6159	24.1636	27.4995	13.6235	14.7009	26.1198	15.3581	2.97327	5.71879	3.04923	4.91279	0.358333	1.86615	3.96641	0.81223	0.833698	0.431963	2.14731	0.424391	13.0545	2.1146	0.229317	1.28899	0.681132	3.11585	0.712873	10.1778	1.96784	3.51761	13.9634	2.96687	1.63131	1.66034	1.44853	1.55849	0.400011	2.22064	4.64529	1.64084	9.84737	1.3264	0.0668515	0	0	0	0	0	0.44	NA	NA	NA	NA	NA	9.31043	10.742	NA	5.50E-08	75	20238	155.37089	0.152543604	NA	NA	NA	NA	5.35919	NA	NA	9.8301	1.29391	NA	NA	probable
CHD8	34.52287875	19.5623	15.3513	14.5387	20.1919	19.0625	23.1409	23.1254	7.58044	9.16176	10.241	39.4368	37.7032	14.1789	12.8697	8.0032	10.1895	10.5266	8.67217	10.6543	8.45444	18.4368	27.9263	34.6913	25.5468	26.7264	21.735	15.3525	21.402	19.0242	20.444	24.4412	7.3349	5.88775	7.64934	11.7454	5.14222	21.6375	17.4762	9.64767	26.288	26.9729	22.6425	21.8566	28.9879	32.6938	19.5922	22.925	14.0443	22.0121	26.8839	29.9881	23.1892	9.12649	0	0	0	0	0	-2.34	NA	NA	NA	NA	NA	10.5148	20.9332	9.8703	1	4	70932	1658.00577	0.784873009	NA	5.440652037	NA	0.790385058	3.03606	5.83436	6.30306	31.4605	2.11898	232	7.51837	probable
CHKA	NA	22.121	16.8618	30.3638	7.21742	11.9935	9.68737	26.9673	21.8036	25.1068	26.2935	24.5869	25.4056	32.541	30.7634	21.5622	23.1295	27.9935	20.4006	39.1094	24.271	26.6557	9.37386	23.6826	22.7275	24.5518	20.7719	24.7761	19.2096	5.31369	17.2521	20.2885	7.9695	5.78394	11.0944	15.9243	19.4902	25.541	49.411	4.98101	40.0815	28.0636	24.9136	36.1618	7.97973	10.0746	24.8286	32.3339	35.1839	119.375	67.697	16.853	11.2858	6.5393	0	0	0	0	0	-0.43	0	0.0225564	0.666667	0.0191888	0.019	9.313	3.00223	12.9019	0.787088147	1	68585	36.30666	0.72829324	NA	NA	NA	NA	NA	2.39399	6.89982	3.36602	1.80484	67	1.78416	probable
CHKB	7.22184875	80.2763	71.406	69.9515	66.1508	70.5058	54.3736	84.2644	21.3926	24.3765	24.6776	89.7485	104.044	37.6817	30.6424	25.0474	31.4721	28.5548	20.3127	29.0704	22.644	90.7015	31.5799	62.6178	77.3843	104.927	66.426	65.4978	73.6228	59.0972	65.3975	97.2304	33.1205	28.1257	55.9863	63.8189	33.7691	103.79	74.6735	17.5922	102.488	72.5921	153.499	118.801	63.7476	54.9681	94.8512	158.643	58.0985	97.193	159.27	91.9934	83.913	50.6543	0.371855935	0.371855935	0	0	0	-0.31	NA	NA	NA	NA	NA	10.4077	20.9166	10.1504	0.000644971	16	22506	31.52304	0.209607884	NA	NA	NA	NA	12.0989	5.10031	2.89265	19.2569	2.19932	104	1.67642	probable
CHMP7	5.522878745	22.3076	22.5215	29.5158	30.6232	27.0714	29.3725	32.0932	10.7181	14.4182	12.6889	34.0546	33.1638	19.6539	20.6445	10.3715	15.5384	13.9934	10.8439	14.5614	11.7392	23.6966	30.3815	16.6756	33.552	35.416	35.2038	24.6943	33.9929	20.3698	35.5051	30.1694	16.9168	14.654	12.8802	19.0385	10.1901	27.2616	18.8121	19.0348	27.415	28.3998	24.0913	29.5997	22.09	22.4208	34.6892	49.391	18.23	32.0338	27.2164	35.8077	25.9738	15.1249	0	0	0	0	0	-0.36	NA	NA	NA	NA	NA	8.61462	16.1728	13.3008	0.980739997	3	18362	57.06537	0.824708164	NA	NA	NA	NA	7.68277	6.16765	9.708	19.3949	1.95898	170	1.64667	probable
CIDEB	5.397940009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	-0.78	NA	NA	NA	NA	NA	18.9671	5.06174	9.46758	1.52E-11	1	6334	45.396	0.170125708	NA	NA	NA	NA	NA	3.63133	2.71537	15.0527	2.0504	52	5.492855	probable
