Gene	REVEL.max	MetaSVM_rankscore.max	MetaLR_rankscore.max	MCAP.max	wgEncodeBroadHmmHuvecHMM.count	betamax	logpval_gwascatalog	Adipose_Subcutaneous_GTExFC	Adipose_Visceral_Omentum_GTExFC	Adrenal_Gland_GTExFC	Artery_Aorta_GTExFC	Artery_Coronary_GTExFC	Artery_Tibial_GTExFC	Brain_Amygdala_GTExFC	Brain_Anterior_cingulate_cortex_BA24_GTExFC	Brain_Caudate_basal_ganglia_GTExFC	Brain_Cerebellar_Hemisphere_GTExFC	Brain_Cerebellum_GTExFC	Brain_Cortex_GTExFC	Brain_Frontal_Cortex_BA9_GTExFC	Brain_Hippocampus_GTExFC	Brain_Hypothalamus_GTExFC	Brain_Nucleus_accumbens_basal_ganglia_GTExFC	Brain_Putamen_basal_ganglia_GTExFC	`Brain_Spinal_cord_cervical_c-1`_GTExFC	Brain_Substantia_nigra_GTExFC	Breast_Mammary_Tissue_GTExFC	Cells_Cultured_fibroblasts_GTExFC	`Cells_EBV-transformed_lymphocytes`_GTExFC	Colon_Sigmoid_GTExFC	Colon_Transverse_GTExFC	Esophagus_Gastroesophageal_Junction_GTExFC	Esophagus_Mucosa_GTExFC	Esophagus_Muscularis_GTExFC	Heart_Atrial_Appendage_GTExFC	Heart_Left_Ventricle_GTExFC	Kidney_Cortex_GTExFC	Liver_GTExFC	Lung_GTExFC	Minor_Salivary_Gland_GTExFC	Muscle_Skeletal_GTExFC	Nerve_Tibial_GTExFC	Ovary_GTExFC	Pancreas_GTExFC	Pituitary_GTExFC	Prostate_GTExFC	Skin_Not_Sun_Exposed_Suprapubic_GTExFC	Skin_Sun_Exposed_Lower_leg_GTExFC	Small_Intestine_Terminal_Ileum_GTExFC	Spleen_GTExFC	Stomach_GTExFC	Testis_GTExFC	Thyroid_GTExFC	Uterus_GTExFC	Vagina_GTExFC	Whole_Blood_GTExFC	DeepSEA_Functional_Significance	ExomiserScore	humanscore_Exomiser	mousescore_Exomiser	fishscore_Exomiser	ppiscore_Exomiser	BPmed	SideeffectFreq	Sideeffectseverity	Others	Mechanism	RVIS_Score	Rank	humancellsensitivity	humancellspecificity	mousecellsensitivity	mousecellspecificity	ui_panglaoDB	SDI	SignalValue_H3k4me1_median	SignalValue_H3k4me3_median	SignalValue_H3k27Ac_median	pLI_ExAC	CNVs_ExAC	Gene_length	MGI_Gene	Ratmodel_Gene	GDI_Score	GTEx_signif_sexbias	HIPred	IPA_BP	IPA_Activity	O_GlcNAc_Score	EMS_Max	PharmGKB_Score	ExAc_constraint_obs_exp	SIFT	PolyPhen	LoFtool	CADD_raw	DANN_score	Eigen-raw_coding	GERP++_NR	GERP++_RS	GenoCanyon_score	M-CAP_score	MetaLR_score	MetaSVM_score	MutationAssessor_score	DEOGEN2_score	PROVEAN_score	MutPred_score	REVEL_score	FATHMM_score	fathmm-MKL_coding_score	integrated_fitCons_score	GERP_Rankscore	PMIDB_Metabolite_interactor	interaction	SignalValue_H3k27me3_median	SignalValue_H3k9ac_median	SignalValue_H3k9me1_median	H4k20me1_count	SignalValue_H4k20me1_median	BPlabel
DALRD3	0.016	0.402	0	NA	282	-0.283	6.30102999566398	0.179676	0.109952	0.114815	0.202719	0.258128	0.125946	-0.258344	0.168244	0.399353	0.140543	0.23171	0.143353	0.097662	0.296262	0.136343	0.276349	0.119006	0.182909	0.171431	0.136839	0.168177	-0.798456	-0.206993	0.093473	0.174758	0.124501	0.161935	0.168119	0.088129	-0.367504	0.200399	0.103171	0.423113	0.143724	0.109867	0.36411	0.126747	0.107895	0.140747	-0.159856	-0.141425	-0.350877	0.124803	0.073484	0.247843	0.103924	0.733056	0.191206	0.23492	NA	0.500127671	0	0	0	0.500127671	2	5	2	NA	NA	-0.29	NA	NA	NA	NA	NA	NA	NA	6.92781	27.5239	16.3772	1.84813920683629e-05	2	6805	NA	NA	21.66294	1	0.17792584	0	0	NA	NA	NA	0.483605245	NA	NA	0.701	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	31.2559	1.25423	11	2.3428	probable
DBH	0.184	0.293	0.071	NA	109	0.3188	28.301029995664	-0.550191	0.899884	-0.45219	-6.643856	0.848719	0.647487	1.691632	0.920978	1.226203	1.144	-1.134928	0.814529	0.850832	-3.934101	-0.526529	-2.676838	-0.446022	-2.216272	-1.030234	-0.876634	-0.73501	2.579356	0.8918	0.657492	1.06721	-0.68655	0.965946	-0.314785	0.524912	-0.658299	1.555672	-0.354482	0.992063	0.831711	1.075032	-0.681184	-1.174978	-6.643856	1.274287	0.533192	0.82322	-2.175079	1.551346	-1.123052	-0.28444	-0.492922	-0.886859	-1.425995	0.964639	NA	0.651169479	0.651169479	0	0	0.534357093	2	4	3	NA	NA	-0.01	NA	0	0	1	0.000770021	0.001	12.63081829	7.5006	NA	NA	2.54160922305115e-06	8	22984	NA	NA	637.88987	NA	0.390099078	1	0	NA	NA	3	NA	1	0	0.802	1.20239	0.611465089185388	-1.04158741356707	4.81	2.81	0.0256783968471429	0.019438	0.0736	-0.9327	-2.045	0.155455	1.42	0.481	0.134	-0.84	0.32785	0.497415	0.63131	NA	NA	5.31799	NA	1.53061	NA	NA	probable
DDAH1	NA	NA	NA	NA	1	NA	9	0.626172	0.193065	-0.564126	0.168616	0.608991	-0.08839	0.636572	0.115473	0.025362	0.656977	-0.439646	0.125859	-0.089613	1.254515	2.419946	0.122532	-0.117696	-0.789694	0.66383	-0.385079	0.134281	-2.185219	-0.148652	-0.134251	-0.598476	0.686083	-0.445683	-0.242423	0.478193	-1.086038	-0.883446	0.493513	0.434748	0.409495	0.076775	0.540423	-0.130154	-1.27913	0.297675	0.550032	0.235521	0.136376	1.053355	1.181465	-0.10818	0.200211	0.902408	-6.643856	-0.640966	0.032933	0.887688063	0	0.887688063	0	0.500084011	1	NA	NA	NA	NA	-0.1	NA	NA	NA	NA	NA	NA	1.99992492	8.80361	4.80926	9.76435	0.168276873038356	NA	259769	NA	NA	77.4528	1	0.591572225	1	1	NA	NA	NA	0.132247748	0	0.93	0.148	3.815074	0.997931826334026	0.469651086638116	5.16	5.16	0.999999999951479	0.009177	0.2811	-0.6078	2.32	0.775644	-4.02	0.484	0.234	NA	0.92668	0.706298	NA	NA	NA	4.58634	15.2383	1.5246	629	1.93513	probable
DEFB131	NA	NA	NA	NA	48	0.7071	34.698970004336	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.692121	NA	NA	NA	1.705879	NA	NA	NA	0.25481	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.59	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.15739801203891	NA	5980	NA	NA	8.97171	NA	0.123297259	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	least likely
DKFZP434O1614	NA	NA	NA	NA	74	-0.459	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1677	NA	NA	139.19509	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.35076	NA	NA	20	1.20181	least likely
DKFZP761K2322	NA	NA	NA	NA	1396	-0.5314	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2662	NA	NA	796.35554	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	least likely
DLEU2L	NA	NA	NA	NA	30	0.3811	NA	-0.251229	-0.390765	-0.231567	0.480584	0.919909	-0.328093	0.845689	-2.0353	0.619854	-0.462364	-0.244723	-0.512271	-1.955792	-1.000303	-0.73924	-1.720674	0.790329	-6.643856	1.739522	0.547539	0.238042	0.386695	0.514906	0.493944	-0.41718	0.914266	-0.343244	-0.380321	-0.488787	1.037834	1.589985	0.398914	-1.9069	-0.407777	-0.254595	-0.227874	-0.332176	-0.305947	1.0248	0.399804	-0.342151	-1.925131	0.506435	-0.417664	0.412115	-0.173338	0.520396	1.44332	NA	0.0028026	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	817	NA	NA	0.63842	NA	NA	0	0	NA	7.4696	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.29825	NA	NA	least likely
DOT1L	NA	NA	NA	NA	30	-0.4341	27.1549019599857	0.076364	-0.09097	-0.219639	0.147714	0.158725	0.179078	0.225246	0.404068	0.398362	0.375364	0.398923	-0.571829	0.432819	0.30583	1.502838	0.584397	0.415628	-0.210985	0.259494	0.230603	0.07002	0.143281	0.649324	0.334907	0.493255	0.065829	0.491991	0.279057	0.096441	0.115138	-0.566014	0.233975	0.972858	-0.09817	0.06508	0.554364	0.292175	0.466295	0.197056	0.078556	0.08427	0.29802	0.174861	0.172933	-0.223103	0.283149	0.264857	0.229805	0.145265	0.074317	0.501969216	0	0	0	0.501969216	NA	NA	NA	NA	NA	-3.18	NA	NA	NA	NA	NA	NA	4.62746682	8.69533	7.30181	8.97981	0.999988961757209	5	68429	NA	NA	1608.73768	1	0.824708164	1	0	4.21758895986899	NA	1	0.155363523	0.01	1	0.0743	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	9.75519	2.33766	338	7.15562	possible
DPEP1	NA	NA	NA	NA	672	-0.7297	300	-6.643856	-0.666795	-1.713298	-6.643856	-1.328624	1.392726	-1.30974	3.226119	1.074157	-6.643856	-0.75615	0.943332	-1.821846	-6.643856	-1.483414	1.44946	-1.236494	-1.860065	1.008785	0.689471	0.441403	-1.468188	1.204071	1.060052	1.948733	-0.557077	3.18747	-0.863677	NA	-0.69558	0.497375	-0.668819	1.063636	NA	-0.841774	1.025626	-0.226805	2.504432	-1.096725	-6.643856	2.454666	0.796623	0.80003	0.846546	-0.512799	-0.823686	-2.397365	-1.455537	0.464649	0.23784	0.503287573	0	0	0	0.503287573	2	5	3	NA	NA	-0.77	NA	0.018018	0.0116845	0.493213	0.0120188	0.023	8.91291128	1.77023	10.7442	8.31639	0.000136492958599163	58	25123	NA	NA	499.50349	1	0.146139458	0	0	4.21758895986899	5.2836	NA	NA	0.06	0.04	0.857	2.607072	0.987601434195127	0.115253089441517	5.53	5.53	0.99999999998872	0.010401	0.0929	-1.0372	2.75	0.249798	-2.73	0.526	0.171	1.85	0.95446	0.646311	0.59248	NA	NA	5.20948	6.06849	6.04639	7	1.63345	probable
DSP	0.593	0.958	0.953	NA	2	-0.1857	29.5228787452803	-0.875354	0.316039	-0.337427	-1.696614	0.809587	-0.521589	3.410392	-0.559994	-0.42103	1.539978	0.440294	0.478139	-6.643856	1.480053	1.948072	-0.530704	-1.335074	3.37708	-6.643856	-0.313727	-0.321349	1.207982	-0.206697	-0.75659	-0.52166	0.012167	-0.361885	-0.197921	0.11309	1.467815	-0.113983	-1.197059	-0.298789	0.454158	0.606835	0.475594	0.124528	1.016221	0.352163	-0.053586	-0.060666	-2.796909	1.056264	-0.283573	0.334087	-0.094157	0.524352	-1.101819	0.696312	NA	0.528793336	0	0.528793336	0	0.512730786	3	NA	NA	NA	NA	-2.23	NA	NA	NA	NA	NA	NA	12.88289324	10.1219	7.78154	10.29629	0.999901542789998	3	45142	NA	NA	4755.60752	NA	0.747131348	0	0	NA	NA	NA	NA	1	1	0.077	3.11777	0.992580508641187	0.302737277519776	5.85	5.62	0.99999989317969	0.028534	0.2011	-0.6381	1.5	0.420722	-0.91	0.41	0.435	-0.46	0.96745	0.706548	0.85714	FALSE	NA	3.61842	14.4706	1.71215	7	3.80008	most likely
DUSP1	0.224	0.353	0.167	NA	192	-0.3435	12.698970004336	0.602461	0.735292	-0.930247	-0.308437	0.529133	-0.240011	1.593939	-6.643856	-0.79043	3.129894	1.105798	-3.749093	0.18861	-1.407445	-0.378423	-0.651049	-4.879331	0.750934	-1.558254	0.875719	-0.380475	-0.652945	0.671661	0.858855	-1.880894	0.313017	0.426744	1.268157	-0.311421	0.836335	1.903952	-0.78269	-2.177305	0.242415	0.148518	-0.739352	-6.643856	-0.402815	0.552188	0.433327	0.456631	-3.582136	1.109835	0.908838	-1.397957	0.427942	-1.408732	1.786908	0.21896	0.0050453	0.913254607	0	0.913254607	0	0.504102662	3	NA	NA	NA	NA	NA	NA	0.5	0.442525	0.868421	0.249566	0.281	1.86907763	13.7423	41.6385	54.239	0.0205002018825111	0	3105	NA	NA	218.27707	1	0.848568261	1	1	NA	NA	0.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.55528	69.3037	1.40892	14	9.38143	most likely
EDN1	NA	NA	NA	NA	765	0.638	27	0.307537	-2.005518	-2.464022	-0.603846	-2.067062	0.288324	0.767507	0.83232	-0.551069	-1.431435	-0.953853	-6.643856	0.76774	-1.19023	1.698061	-6.643856	1.438662	0.503704	1.24819	0.364163	0.48372	1.124669	0.86679	1.677239	0.392863	0.37863	1.267222	0.791223	-0.396392	2.387462	1.438085	-1.772605	-4.603372	-1.076894	1.236038	1.683997	-0.338495	0.505017	0.574822	-0.298273	-1.37126	1.757834	-0.239508	-1.197449	0.54222	0.207592	2.638744	-0.853628	-0.942715	0.01443	0.887688063	0	0.887688063	0	0.514289928	3	NA	NA	NA	NA	-0.21	30	0	0.0379073	0	0.0048793	0.01	6.87802251	10.4073	82.2796	38.338	0.0810200671130622	2	6831	NA	NA	747.20557	1	0.449802697	1	0	NA	NA	0.75	NA	NA	NA	0.183	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.25445	81.9003	1.35793	49	4.55151	most likely
EDNRA	NA	NA	NA	NA	94	0.2822	48.698970004336	-0.68119	-0.247277	-0.455824	0.219722	0.344918	-0.408011	0.798312	-0.748222	0.879012	1.642628	-0.306446	-0.391565	-1.863382	-1.34069	2.537991	-1.071216	-1.051337	-2.259522	-0.613258	0.238272	-0.412479	1.386812	-0.477281	0.250259	1.705705	0.41655	-0.434881	0.324032	-0.444316	-0.906416	0.502559	0.170776	0.766732	-0.420433	-0.101558	-0.572743	0.61364	-0.265829	-1.072096	0.385649	0.280825	-0.28978	0.476238	-0.20623	0.325016	-0.153056	-1.23766	-6.643856	NA	0.012106	0	0	0	0	0	3	NA	NA	NA	NA	-0.38	134	0	0.0100503	0.0909091	0.0147939	0.013	1.74820254	8.14156	9.0566	5.07569	0.986016088385212	0	64037	NA	NA	6.56136	1	0.800036311	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.76751	NA	1.50823	NA	NA	most likely
EIF2AK4	0.088	0.43	0	NA	19	0.498	49.698970004336	0.178046	0.221138	0.218874	-0.250074	-0.258667	0.197528	0.227107	0.180802	0.142165	0.100826	0.099726	0.160309	-0.351583	0.125305	0.183997	0.19721	-1.117257	0.214979	0.215702	0.185824	0.147267	0.142169	0.18444	0.206156	0.183898	0.223201	0.209584	0.219992	0.247924	-0.226692	0.280559	0.144464	0.230895	0.219304	0.140994	0.160517	0.290686	0.200568	0.183121	0.165714	0.203035	0.211346	0.234919	0.238806	0.099582	0.223138	-0.159589	-0.195028	-0.192969	0.034509	0.615881762	0.615881762	0	0	0	NA	NA	NA	NA	NA	-0.72	NA	NA	NA	NA	NA	NA	1.98608503	6.46206	16.8884	9.30284	8.32742943473465e-10	3	101450	NA	NA	2847.71785	1	0.708682775	1	0	NA	NA	0	0.920901101	0.54	0.998	0.866	2.736122	0.996621907880637	0.0312343654970885	5.91	4.58	0.999999972816909	0.014437	0.0856	-1.0068	2.005	0.188188	-0.42	0.463	0.22	2.46	0.98664	0.77792	0.38718	TRUE	NA	NA	16.6886	1.80563	330	1.91856	possible
EPB41	NA	NA	NA	NA	14	-0.7151	25.397940008672	0.129219	0.11898	-0.348482	-0.111936	0.611386	-0.560045	-1.127868	1.033123	0.239568	0.27496	0.260381	-0.226652	-2.489333	0.364576	-2.337922	0.183307	0.268483	0.312253	-1.286	-0.231002	0.339823	1.526163	0.290925	0.307767	-0.295868	-0.052658	-0.302841	0.226314	0.443733	0.377644	-0.597009	-0.204635	1.324225	-0.245395	-0.104506	0.345293	0.106594	-0.113515	0.61785	-0.039086	-0.080109	0.196154	-0.297171	-0.096618	-0.119858	0.117405	0.39026	-1.652986	0.225627	0.0003452	0.500129977	0	0	0	0.500129977	2	3	2	NA	NA	-0.6	NA	0.0292398	0.00463423	0.43038	0.026062	0.027	10.79296239	9.63588	10.1666	6.95762	0.0621098709716946	2	232950	NA	NA	250.99535	1	0.743839204	0	0	30.6843684735137	NA	3.25	NA	0.87	1	0.0367	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.77957	FALSE	NA	6.03234	8.0049	1.72246	160	1.61707	probable
ERAP1	0.243	0.539	0	NA	4	-0.2812	375	-0.468585	-0.533705	-0.474569	-0.276763	-0.404226	-0.312138	-0.558274	-0.474731	-0.617894	-0.749891	-0.314025	-0.543527	-0.336621	-0.580176	-0.524915	-0.46242	-0.533765	-0.81882	-0.597912	-0.442863	-0.686668	-0.568689	-0.326114	-0.491042	-0.283347	-0.437413	-0.305896	-0.387214	-0.477876	-0.43835	-0.600377	-0.489325	-0.37469	-0.638008	-0.327417	-0.249981	-0.568961	-0.281181	0.349512	-0.571538	-0.485138	-0.487881	-0.482605	-0.475709	-0.322275	-0.376668	-0.385286	-0.314218	-0.66171	0.00034751	0.504245075	0	0	0	0.504245075	NA	NA	NA	NA	NA	1.08	NA	NA	NA	NA	NA	NA	9.82593735	10.0347	19.9777	8.77809	9.99009541070118e-18	6	47282	NA	NA	6533.99861	NA	0.167412758	1	2	0.256505292994757	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	9.35863	1.70108	248	2.02427	possible
ERVV-1	NA	NA	NA	NA	234	0.5378	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.883757	1.012	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.03695	NA	NA	NA	NA	NA	1.036993	1.364239	NA	-6.096716	NA	NA	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	2201	NA	NA	741.13732	NA	NA	0	0	NA	NA	NA	NA	0.97	0.621	NA	1.084888	0.55809019868122	NA	0.235	0.235	4.87272065969077	0.011143	NA	NA	1.245	0.017019	NA	NA	NA	2.27	0.00336	0.487112	NA	NA	NA	NA	NA	NA	NA	NA	least likely
ESR1	0.082	NA	NA	NA	257	-0.4592	345.52287874528	-0.533723	-0.155346	0.251433	0.349049	-0.253602	0.411872	-1.065487	4.652547	0.292245	0.325461	0.203167	-0.624248	-0.334975	0.505561	-0.555218	-6.643856	0.752637	0.5019	-0.360936	-0.398971	-0.3388	0.516555	0.247554	-0.734207	-0.44028	0.784395	0.159053	0.41668	-0.736965	1.762684	1.022044	-0.275238	-6.643856	0.334795	-0.140537	1.850869	-0.92145	-1.196327	-0.395369	0.291585	0.46938	-0.336622	-0.290539	-0.968313	0.188398	-0.217613	-3.248917	0.666348	-0.259359	0.0044301	0.514240382	0	0.514240382	0	0.505098572	2	2	3	NA	NA	0.24	NA	0	0.000944287	0.538462	0.00463082	0.004	11.79347495	7.2382	6.65406	8.46886	0.987167021325736	NA	472928	NA	NA	148.46269	1	0.762403488	1	0	6.44840546663921	NA	2	NA	0.49	0.242	0.00317	0.331024	0.911384255927461	-0.689330254425756	4.82	1.07	0.899716844033886	0.005188	0.0108	-0.9485	NA	0.272868	NA	NA	0.004	NA	0.17311	0.554377	0.98675	NA	NA	2.27579	13.2545	1.2383	109	1.50423	probable
ESRRG	NA	NA	NA	NA	108	0.1941	72	-6.643856	1.661833	2.201756	NA	0.858889	NA	0.923679	-0.19661	-0.76207	-0.592661	-0.399385	0.407776	0.75294	0.208546	-0.920059	-1.657167	-0.511168	1.257377	0.937059	-2.965094	NA	NA	-6.643856	0.824736	0.449918	-1.107529	-0.274776	-0.483933	0.373548	0.353557	-1.844564	1.142315	1.655222	-0.546541	0.300158	0.815399	0.296955	1.041336	0.415169	-0.351935	-0.807433	-6.643856	0.62418	1.203227	-0.381363	-0.240072	NA	-0.796405	NA	0.0030895	0.513919247	0	0.513919247	0	0.50302095	2	2	3	NA	NA	-0.56	NA	0	0.00438871	0	0.0019905	0.002	0	3.15805	7.65095	8.6179	0.93661120997453	2	634509	NA	NA	15.97048	NA	0.824708164	0	0	NA	NA	NA	NA	NA	NA	0.0338	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.8205	14.0103	NA	NA	NA	probable
F2	NA	NA	NA	NA	108	0.4863	59	-0.809654	-2.791149	2.420658	-0.546076	-0.952449	-0.730568	-0.874466	-5.042806	-1.168736	-0.570119	-0.644199	1.709162	-0.843304	-0.987408	-1.359306	-0.674461	-0.985166	-6.643856	1.330424	0.523809	NA	NA	-1.730784	-0.69071	-0.453244	2.061922	-0.751592	-0.595515	1.870776	5.023586	-0.343143	0.932243	NA	NA	1.139244	1.410892	NA	0.58033	-0.969757	NA	NA	-6.643856	0.991149	1.232772	-0.412163	-3.383078	2.913163	1.293725	-0.466363	0.014188	0.516528718	0	0.494209116	0	0.516528718	NA	NA	NA	NA	NA	-0.71	235	NA	NA	NA	NA	NA	7.86340488	9.86123	NA	14.6583	0.959943187768661	211	20326	NA	NA	1350.01732	1	0.634786546	1	0	NA	NA	3.5	NA	0.01	0.995	0.125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.8938	NA	NA	NA	NA	NA	NA	NA	probable
FBN1	NA	NA	NA	NA	786	0.3217	36.0969100130081	-0.202897	-0.480306	0.480438	-0.499503	-0.177215	-0.266143	1.922555	0.179344	0.28676	0.829657	-0.665776	0.370824	-1.113092	-0.46126	0.646536	-0.121982	0.183383	0.192436	-0.728969	-0.24725	-0.285304	0.507489	0.269964	0.312818	0.160237	0.34597	0.394134	0.4058	-0.707709	-6.643856	0.950678	-0.436874	-0.777732	0.666582	-0.10761	0.136216	-0.429665	-0.217904	-0.58544	0.245174	0.361072	0.296904	-0.464174	0.474445	0.136208	-0.16567	1.570623	2.061068	-1.515398	0.009297	0.957427108	0.957427108	0.475599242	0	0.521350594	NA	NA	NA	NA	NA	-2.81	NA	0.459459	0.0126582	0.656109	0.00931123	0.028	6.45844108	9.56744	6.29388	11.0089	1	9	237543	NA	NA	915.46367	1	0.836875796	1	0	NA	NA	NA	0.689247575	NA	NA	0.00289	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.66742	NA	NA	NA	10.0802	1.57241	253	1.91474	possible
FES	NA	NA	NA	NA	71	-0.5613	59	-0.138448	-0.263883	-0.247164	-0.27044	-0.294705	-0.200949	-1.128376	-0.76579	0.258488	0.508631	-1.961337	-0.220753	-0.473032	0.259097	-0.865513	-0.934953	-0.438847	-2.807584	0.773848	-0.177697	0.58958	-1.442535	-0.635543	-0.255355	-0.703545	-0.164265	-0.732549	-0.191664	-0.127727	0.640414	0.434316	-0.316895	-0.783811	0.100228	-0.196642	-0.897218	-0.49355	0.140754	-1.049944	-0.272061	-0.223438	-0.222945	-0.182223	-0.27286	-0.77344	-0.454574	-1.219394	0.168858	-0.957747	0.061422	0.465192662	0	0.465192662	0	0	2	5	3	NA	NA	-0.92	NA	NA	NA	NA	NA	NA	6.70564693	10.8685	14.7506	11.9727	2.77390387287312e-05	6	12081	NA	NA	107.00427	1	0.705665529	0	0	NA	NA	NA	NA	0.12	1	0.285	5.24698	0.998804904042242	0.711319087169647	4.71	4.71	0.999999999715739	0.545059	0.8164	0.8415	3.06	0.744206	-2.4	0.842	0.924	2.53	0.99385	0.719381	NA	NA	NA	NA	17.766	1.8147	40	1.2766	probable
FGF5	NA	NA	NA	NA	20	0.2923	50.2218487496164	NA	NA	NA	NA	2.053355	NA	NA	1.336073	NA	-0.295919	-0.454175	-0.553199	0.301579	-0.762488	NA	NA	NA	4.533915	NA	NA	-0.388418	NA	1.933706	-0.787168	-0.483759	NA	0.451641	NA	-2.959863	2.322473	NA	NA	NA	NA	-0.955926	NA	NA	4.463436	NA	NA	NA	3.724687	NA	-1.797278	NA	NA	NA	NA	NA	0.020691	0.50262004	0	0	0	0.50262004	NA	NA	NA	NA	NA	-0.03	186	0	0.00754243	0	0.00155079	0.002	2.89203741	7.40216	16.3271	10.7259	4.31893230685642e-05	0	70081	NA	NA	265.4958	1	0.69255507	0	0	NA	0.005294	NA	NA	NA	NA	0.662	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.4993	6.65095	1.29486	110	1.5665	probable
FHL5	0.391	0.835	0.846	NA	24	-0.4374	30.5228787452803	-0.967779	0.561493	1.289408	-0.623423	0.361575	-0.127688	-6.643856	0.878831	0.477651	0.927914	-0.508097	-0.545916	0.459246	-6.643856	-6.643856	-0.802898	-0.676973	1.215331	2.275524	-1.009969	1.648615	2.862319	-0.330889	-0.941394	-0.282124	0.919781	0.145241	-2.459832	-0.535771	-6.643856	-6.643856	0.183046	1.274241	-0.194907	0.387073	1.070654	-0.233832	0.732955	0.597264	1.160963	0.4076	-0.822135	1.846456	-0.809208	0.084599	-1.318702	-6.643856	1.662556	0.662099	0.0086859	0.500159556	0	0	0	0.500159556	NA	NA	NA	NA	NA	0.55	NA	0.322275	0.000335458	0.347561	0	0.006	1.95677062	NA	NA	NA	1.6770876188147e-08	6	54088	NA	NA	7073.32393	1	0.394304127	1	1	NA	8.8056	NA	NA	0	0.718	0.196	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.35519	NA	NA	NA	NA	possible
