Gene	REVEL.max	MetaSVM_rankscore.max	MetaLR_rankscore.max	MCAP.max	wgEncodeBroadHmmHuvecHMM.count	betamax	logpval_gwascatalog	Adipose - Subcutaneous_GTExTPM	Adipose - Visceral (Omentum)_GTExTPM	Adrenal Gland_GTExTPM	Artery - Aorta_GTExTPM	Artery - Coronary_GTExTPM	Artery - Tibial_GTExTPM	Bladder_GTExTPM	Brain - Amygdala_GTExTPM	Brain - Anterior cingulate cortex (BA24)_GTExTPM	Brain - Caudate (basal ganglia)_GTExTPM	Brain - Cerebellar Hemisphere_GTExTPM	Brain - Cerebellum_GTExTPM	Brain - Cortex_GTExTPM	Brain - Frontal Cortex (BA9)_GTExTPM	Brain - Hippocampus_GTExTPM	Brain - Hypothalamus_GTExTPM	Brain - Nucleus accumbens (basal ganglia)_GTExTPM	Brain - Putamen (basal ganglia)_GTExTPM	Brain - Spinal cord (cervical c-1)_GTExTPM	Brain - Substantia nigra_GTExTPM	Breast - Mammary Tissue_GTExTPM	Cells - Cultured fibroblasts_GTExTPM	Cells - EBV-transformed lymphocytes_GTExTPM	Cervix - Ectocervix_GTExTPM	Cervix - Endocervix_GTExTPM	Colon - Sigmoid_GTExTPM	Colon - Transverse_GTExTPM	Esophagus - Gastroesophageal Junction_GTExTPM	Esophagus - Mucosa_GTExTPM	Esophagus - Muscularis_GTExTPM	Fallopian Tube_GTExTPM	Heart - Atrial Appendage_GTExTPM	Heart - Left Ventricle_GTExTPM	Kidney - Cortex_GTExTPM	Kidney - Medulla_GTExTPM	Liver_GTExTPM	Lung_GTExTPM	Minor Salivary Gland_GTExTPM	Muscle - Skeletal_GTExTPM	Nerve - Tibial_GTExTPM	Ovary_GTExTPM	Pancreas_GTExTPM	Pituitary_GTExTPM	Prostate_GTExTPM	Skin - Not Sun Exposed (Suprapubic)_GTExTPM	Skin - Sun Exposed (Lower leg)_GTExTPM	Small Intestine - Terminal Ileum_GTExTPM	Spleen_GTExTPM	Stomach_GTExTPM	Testis_GTExTPM	Thyroid_GTExTPM	Uterus_GTExTPM	Vagina_GTExTPM	Whole Blood_GTExTPM	Adipose_Subcutaneous_GTExFC	Adipose_Visceral_Omentum_GTExFC	Adrenal_Gland_GTExFC	Artery_Aorta_GTExFC	Artery_Coronary_GTExFC	Artery_Tibial_GTExFC	Brain_Amygdala_GTExFC	Brain_Anterior_cingulate_cortex_BA24_GTExFC	Brain_Caudate_basal_ganglia_GTExFC	Brain_Cerebellar_Hemisphere_GTExFC	Brain_Cerebellum_GTExFC	Brain_Cortex_GTExFC	Brain_Frontal_Cortex_BA9_GTExFC	Brain_Hippocampus_GTExFC	Brain_Hypothalamus_GTExFC	Brain_Nucleus_accumbens_basal_ganglia_GTExFC	Brain_Putamen_basal_ganglia_GTExFC	`Brain_Spinal_cord_cervical_c-1`_GTExFC	Brain_Substantia_nigra_GTExFC	Breast_Mammary_Tissue_GTExFC	Cells_Cultured_fibroblasts_GTExFC	`Cells_EBV-transformed_lymphocytes`_GTExFC	Colon_Sigmoid_GTExFC	Colon_Transverse_GTExFC	Esophagus_Gastroesophageal_Junction_GTExFC	Esophagus_Mucosa_GTExFC	Esophagus_Muscularis_GTExFC	Heart_Atrial_Appendage_GTExFC	Heart_Left_Ventricle_GTExFC	Kidney_Cortex_GTExFC	Liver_GTExFC	Lung_GTExFC	Minor_Salivary_Gland_GTExFC	Muscle_Skeletal_GTExFC	Nerve_Tibial_GTExFC	Ovary_GTExFC	Pancreas_GTExFC	Pituitary_GTExFC	Prostate_GTExFC	Skin_Not_Sun_Exposed_Suprapubic_GTExFC	Skin_Sun_Exposed_Lower_leg_GTExFC	Small_Intestine_Terminal_Ileum_GTExFC	Spleen_GTExFC	Stomach_GTExFC	Testis_GTExFC	Thyroid_GTExFC	Uterus_GTExFC	Vagina_GTExFC	Whole_Blood_GTExFC	DeepSEA_Functional_Significance	ExomiserScore	humanscore_Exomiser	mousescore_Exomiser	fishscore_Exomiser	ppiscore_Exomiser	BPmed	SideeffectFreq	Sideeffectseverity	Others	Mechanism	RVIS_Score	Rank	humancellsensitivity	humancellspecificity	mousecellsensitivity	mousecellspecificity	ui_panglaoDB	CpGcount	DNaseCluster_count	EnhancerCount	SDI	H3k4me1_count	SignalValue_H3k4me1_median	H3k4me3_count	SignalValue_H3k4me3_median	H3k27Ac_count	SignalValue_H3k27Ac_median	pLI_ExAC	CNVs_ExAC	Gene_length	MGI_Gene	Ratmodel_Gene	GDI_Score	GTEx_signif_sexbias	HIPred	IPA_BP	IPA_Activity	O_GlcNAc_Score	EMS_Max	PharmGKB_Score	ExAc_constraint_obs_exp	PolyPhen	DANN_score	CADD_RAW	Eigen-raw_coding_rankscore	GenoCanyon_rankscore	M-CAP_rankscore	MetaLR_rankscore	MetaSVM_rankscore	MutationAssessor_rankscore	REVEL_score	fathmm-MKL_coding_score	integrated_fitCons_rankscore	LoFtool	GERP_Rankscore	BPlabel
LRBA	0.1	NA	NA	NA	77	0.4967	26.301029995664	6.39953	6.14033	11.3413	9.41331	7.30783	9.32056	6.59015	1.84651	2.11915	2.94704	7.62477	7.33229	2.80496	2.65931	1.8105	2.19909	3.32516	2.10449	2.75086	1.89337	8.9448	12.3667	36.172	8.46938	8.35939	13.2036	11.8661	5.45889	16.8576	5.00202	7.15714	4.34587	2.99443	7.09453	8.9526	3.9184	10.2378	13.5972	3.18567	8.60964	10.2306	5.12293	18.1344	10.0814	18.0828	19.0521	12.3921	7.06267	8.79173	10.6667	15.0941	8.75423	13.3664	1.27327	0.247011	-0.066418	0.63558	0.100317	0.444707	0.280617	-1.185259	-2.141405	-0.813381	0.145693	-0.125705	0.193862	-0.526447	-0.831068	-0.543452	-2.255573	-1.320986	-0.178964	-0.187971	-0.262255	0.116815	0.163306	-0.7669	0.077034	-0.27554	0.037888	-0.177894	0.138016	0.117641	-0.339263	-0.360229	-0.072592	-0.405025	-0.107928	-0.075628	0.229262	0.073938	-0.463732	0.658711	-0.042184	0.08444	0.565886	-0.100063	0.21471	-0.098216	0.095078	1.058713	-0.277802	-0.144681	0.046337	0.500020977	0	0	0	0.500020977	NA	NA	NA	NA	NA	-2.51	NA	NA	NA	NA	NA	NA	2	100	48	5.76979428	876	9.51358	124	13.1642	495	11.5434	0.0442294366134414	41	751285	NA	NA	4753.32179	1	0.477897435	0	0	4.14857167273148	NA	NA	NA	0.999	0.99843513353824	3.973158	0.89834	0.74766	0.52983	0.63992	0.67564	0.75554	0.526	0.96054	0.73137	0.732	0.99173	unknown
LRCH1	0.08	0.104	0.083	NA	5	0.3213	48.397940008672	20.6084	15.4985	4.22093	24.2442	19.4508	28.4831	16.7448	1.92566	2.55454	2.2931	54.3673	52.3944	3.48218	3.55866	2.48572	3.70918	2.40846	1.96185	6.07404	2.88049	20.1662	7.97048	35.7334	22.4362	21.5799	20.0138	10.9218	21.6263	6.30757	21.2633	19.873	3.96048	3.53784	7.43996	10.9353	3.37341	20.3016	9.40932	2.05122	16.1666	11.9444	1.98075	8.04248	13.9369	18.6989	22.9983	12.8977	13.6483	9.74464	5.21553	11.0193	29.3371	13.7731	1.58315	-0.144324	-0.316316	-0.148271	-0.109709	0.289139	0.073599	-0.890686	-0.708041	0.361424	0.219397	-0.37219	0.061676	-0.804283	-0.109869	-0.210426	0.870762	-0.105849	-0.634572	-0.737596	-0.133356	-0.072719	0.168775	0.377412	-0.349548	0.10745	-0.077512	-0.124619	-0.19779	-0.207197	-0.200193	0.292925	0.153867	0.259169	-0.12767	-0.107028	0.749467	0.187563	0.412197	-0.234815	0.137189	0.071011	0.024189	-0.094574	0.076775	-0.116793	-0.091394	-0.175481	0.296779	-0.183963	0.00023642	0.500943074	0	0	0	0.500943074	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	6	126	3680	1.93488498	881	8.43769	394	6.02005	641	12.4672	0.982396864430302	10	199872	NA	NA	336.92794	1	0.543343067	0	0	NA	NA	NA	NA	NA	NA	1.953326	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown
LRIG1	0.212	0.372	0.001	NA	111	0.62	24.5228787452803	31.6313	20.2365	2.44912	67.1278	48.3753	67.9777	22.4352	33.8738	32.946	38.2934	27.3704	30.8126	36.1857	31.5143	23.7385	21.939	36.9667	32.5838	17.662	25.9774	47.0089	4.41973	5.15697	50.1738	73.1777	118.081	42.2593	67.7373	12.9676	60.9194	49.7394	28.2976	22.4697	3.56743	5.73455	13.1822	28.7704	33.9098	22.7778	33.7263	29.8914	39.8218	34.7005	38.9925	31.0623	25.978	24.4293	6.2712	51.9165	20.9682	30.9527	49.07	21.7574	1.49942	0.276315	0.194148	0.332209	0.351842	0.640084	-0.09951	0.559572	-0.621979	-0.367601	0.199679	0.142784	-0.182782	0.201699	0.322068	-1.00064	-0.581665	0.372829	-0.270984	0.884712	0.325094	0.445669	-0.559319	0.185231	-0.689734	0.136163	-0.578739	-0.191424	0.574005	-0.160332	-0.721138	-0.328393	0.309687	-0.555723	-0.225167	-0.119614	0.248858	-0.370396	-0.172037	-0.594413	0.164858	0.103672	-1.766303	0.385245	-0.208089	0.090526	-0.367128	2.317454	0.556901	0.100089	0.088756	0.501017531	0	0	0	0.501017531	NA	NA	NA	NA	NA	0.33	NA	0	0.00156642	0	0.00442733	0.004	NA	107	1872	1.98266541	346	5.34838	190	11.2789	334	7.21191	0.835793558274592	10	122466	NA	NA	4235.50177	1	0.75617367	1	0	NA	NA	NA	NA	NA	NA	2.407947	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.483	NA	unknown
LRP1	NA	NA	NA	NA	27	0.4889	48.2218487496164	217.995	160.653	30.3155	276.453	191.554	176.584	94.4603	31.0244	36.6466	41.4931	98.5477	126.078	48.979	41.0201	24.3659	31.4864	46.4067	32.7261	17.8836	27.7451	140.686	358.249	0.820807	182.249	172.109	85.9296	57.5081	102.642	47.2004	88.9229	148.441	58.4453	24.9189	9.60987	14.3196	56.7679	136.926	57.091	12.1341	189.245	227.668	8.76479	44.0574	64.0672	49.882	57.5193	50.3578	41.3475	26.4231	22.1512	79.8116	173.802	123.518	8.46286	-0.091255	-0.171338	0.142498	-0.14734	-0.189293	-0.182123	0.481385	0.721464	-0.127074	0.097706	0.110314	0.14933	0.104915	0.222521	0.239582	0.313315	0.534554	0.582238	0.823708	-0.789566	0.109967	1.697343	-0.120287	-0.227889	0.381057	0.449855	0.362851	-0.116791	-0.138812	-0.556546	0.60068	-0.078513	-0.988199	0.262292	-0.087085	-0.567891	-0.51008	-0.297001	0.40445	0.228106	-0.125147	1.148515	-0.117722	-0.273434	0.173612	-0.080631	-0.941344	-0.509776	-0.113164	0.024023	0.508864279	0	0.479453267	0	0.508864279	NA	NA	NA	NA	NA	-7.28	NA	0.714286	0.035401	0.375	0.0773821	0.071	NA	51	74	14.83915576	54	5.01037	12	13.0607	NA	NA	1	3	84858	NA	NA	526.27186	1	0.824708164	1	1	NA	NA	NA	NA	0.999	0.998284414777444	4.32921	0.93888	0.74766	0.93323	0.95077	0.96421	0.93737	0.931	0.99517	0.73137	0.575	0.67566	unknown
LRP4	0.622	0.774	0.676	NA	22	-0.3448	65.397940008672	2.19336	2.24426	4.97154	1.36126	1.42067	1.3197	2.41834	23.7311	28.2871	38.7056	9.70595	15.0254	32.3849	26.9483	18.5647	16.0527	27.3573	32.3241	10.712	15.4601	2.67868	6.31242	0.20008	6.57402	7.04278	3.2984	4.45545	2.83747	3.86245	2.14375	3.12966	5.59069	3.53296	0.757781	1.44407	0.248719	6.0895	3.21451	3.97653	11.9073	8.49845	2.27877	1.46062	5.89845	55.2188	55.884	6.39893	8.64336	3.70487	2.57997	4.95614	4.32755	6.13414	0.0283048	0.542714	-0.326097	0.190318	-0.60742	1.347343	0.514039	-0.403218	-2.101401	0.260507	-0.221078	-0.155093	-0.190466	-0.302838	-0.247298	0.905281	0.282831	0.293369	-0.330817	0.385623	0.60323	0.197953	-0.665105	-1.223719	-0.295071	-2.623337	0.797499	-0.295962	-0.185457	-1.53764	-6.643856	1.134793	0.517967	-0.622095	-0.552675	-1.11608	0.325719	1.309077	-0.405707	-0.65579	-0.290985	-0.312352	0.966979	-1.632515	0.879341	-0.63466	0.338461	-1.170891	0.711887	NA	0.00070063	0.50007633	0	0	0	0.50007633	NA	NA	NA	NA	NA	-1.33	NA	0	0	0.783784	0.0563417	0.046	NA	37	27	8.89956303	50	8.53993	10	11.0978	6	6.737065	0.10020880429216	3	61774	NA	NA	9909.87734	1	0.575333595	0	0	4.03266271462294	NA	NA	0.675731479	1	0.99934360625371	4.0848	0.96317	0.74766	0.98426	0.99115	0.99063	0.98819	0.953	0.99126	0.57023	0.79	0.86108	unknown
LRP4-AS1	0.622	0.774	0.676	NA	79	0.1312	9.69897000433602	0.222304	0.103424	0.503651	0.0995535	0.0869235	0.0726726	0.161523	0.381211	0.528286	0.493864	0.298734	0.35032	0.581384	0.512892	0.350237	0.330365	0.476339	0.398325	0.220812	0.243729	0.205707	0.833194	0.255094	0.539378	0.199846	0.213108	0.368479	0.204976	0.266099	0.174918	0.102016	0.116147	0.0587149	0.0342868	0.101225	0	0.239255	0.225572	0.100674	1.06344	1.19387	0.315837	0.185371	0.352089	8.1748	9.28091	0.571463	0.611335	0.251677	4.72786	0.236084	0.243861	0.403352	0	0.976116	-1.041652	-1.282603	1.522288	0.733518	NA	0.577508	0.601646	1.041044	1.48663	-0.609854	1.224296	0.845007	0.946919	0.545725	0.657235	-0.946352	1.153321	0.941211	0.758613	0.209965	-0.503178	0.696063	-0.450511	1.626578	1.311073	1.271396	1.132548	1.74955	NA	NA	-1.307355	1.009924	1.039964	-0.951121	-0.739147	-1.420836	1.543806	-6.643856	0.497883	0.097137	-1.729713	-1.296526	-6.643856	0.225698	-2.675217	0.881029	-6.643856	NA	0.082467	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	13	8.96571	5	33.7516	4	10.1897	NA	NA	27984	NA	NA	NA	1	NA	0	0	NA	NA	NA	NA	1	0.99934360625371	3.936954	0.96317	0.74766	0.98426	0.99102	0.99063	0.96283	0.953	0.99126	0.73137	0.0317	0.86108	unknown
LRRC10	NA	NA	NA	NA	56	0.4167	12.698970004336	0	0	0	0	0	0	0	0	0	0	0.0568258	0.0717302	0	0	0	0	0	0	0	0	0	0	0.0214037	0	0	0	0	0	0	0	0	9.12771	14.102	0	0	0	0	0.0154017	0.0424982	0	0	0	0	0	0	0	0	0	0	0.311057	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.648053	-0.529986	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.44425	-0.181569	NA	NA	NA	NA	-0.380284	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.063494	NA	NA	NA	NA	0.20955	0.500951305	0	0.449141383	0	0.500951305	NA	NA	NA	NA	NA	-0.14	NA	NA	NA	NA	NA	NA	NA	6	NA	4.7364374	19	9.74431	NA	NA	NA	NA	0.00919176631881308	1	2591	NA	NA	79.35227	NA	0.231108725	0	0	NA	NA	NA	NA	NA	NA	0.539332	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown
LRRC10B	NA	NA	NA	NA	659	0.3043	24.698970004336	4.06492	4.99392	0.424648	0.953258	6.74194	19.3104	1.97236	7.66516	11.8967	65.6945	0.416076	0.496876	10.7962	10.5246	10.8355	5.04838	53.9827	57.6511	0.85508	1.94656	4.25222	0.0495684	0.0237627	4.61056	9.23493	3.39864	2.29953	1.63578	0.467559	1.20076	15.4027	0.796749	0.877734	0.713424	1.32806	0.0951105	4.06411	1.68408	0.421018	3.91559	2.21721	0.792787	57.8589	2.21362	1.22376	1.25207	1.88978	0.73417	1.43858	13.912	2.92568	6.93908	3.34426	0.0271193	-0.585496	-0.732696	0.710883	-1.435885	3.623343	0.309037	-0.410437	-0.274292	0.139283	-1.333177	-3.135879	-0.733134	-3.039344	-6.643856	1.853369	0.047829	0.850911	-0.987437	-0.96924	-2.449545	NA	NA	0.706223	0.409316	1.455627	0.458486	-0.709899	-1.86714	-0.609223	-1.956117	-6.643856	-2.537468	-6.643856	-1.073165	0.362634	0.738982	0.529565	1.049468	-0.57328	-1.942014	0.337317	-1.044684	0.993588	-6.643856	0.605123	0.642572	-0.943624	-0.758205	NA	0.063994	0.500943074	0	0	0	0.500943074	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	3	8	0	9	2.933	NA	NA	NA	NA	NA	NA	2210	NA	NA	24.34086	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0.024963	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.823	NA	unknown
LRRC61	0.015	0.476	0	NA	210	-0.4159	5.39794000867204	2.4705	4.86063	27.1235	2.57149	2.20496	1.48879	7.68689	6.07595	6.2187	7.66924	11.5807	10.4779	6.62161	7.53296	4.86272	14.361	9.92988	5.67799	3.87592	5.01048	7.4302	1.35923	23.1019	10.5083	15.1854	7.49969	7.31606	5.90454	10.3133	5.72577	15.0525	2.92932	1.51516	8.83555	13.5692	11.5925	7.38186	7.23016	1.05112	10.2458	26.6306	5.95024	21.1545	10.5472	9.10371	8.2407	8.11419	8.688	6.63174	16.778	15.4129	13.2476	10.4188	4.84518	1.032506	0.801011	0.603634	1.135079	1.086978	1.147108	0.64251	0.696029	0.713702	1.099855	1.083858	0.623055	0.73892	0.872791	0.511951	0.737187	0.847429	1.046811	0.814217	0.849319	2.008698	0.578897	0.401616	0.578214	0.530592	0.588529	0.468982	0.785718	0.765367	0.604412	1.245159	0.642201	0.56638	1.769498	0.782332	0.541766	0.582171	0.548242	0.4995	0.640777	0.680296	0.68271	0.70028	0.6424	0.645238	0.643275	0.604278	0.605822	0.630368	0.196	0	0	0	0	0	NA	NA	NA	NA	NA	0.64	NA	NA	NA	NA	NA	NA	6	24	12	0	31	4.77087	21	6.72083	6	11.5233	0.00519555071411505	NA	15511	NA	NA	1738.13671	1	0.231108725	0	0	NA	NA	NA	NA	NA	NA	0.564178	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown
LRRC69	NA	NA	NA	NA	25	-0.3428	21.2218487496164	0.585982	0.509611	0.478261	0.514977	0.629173	0.517014	0.867387	0.11489	0.0916645	0.133926	0.136755	0.145387	0.114042	0.0990893	0.147693	0.138354	0.0960888	0.109051	0.314648	0.175069	0.608076	0.420838	0.87746	0.760109	0.794621	0.539488	0.532163	0.591147	0.497242	0.575123	0.774155	0.271874	0.152827	0.403084	0.561279	0.362259	0.762894	0.578487	0.177918	1.00125	0.47653	0.284387	0.480478	0.9214	0.685216	0.741953	0.643993	0.904693	0.415824	3.04117	1.17605	0.763106	0.795103	0.0942268	-0.250248	0.684566	-0.348796	-0.287401	0.578543	0.366621	-6.643856	-0.586653	0.641789	0.458328	1.415678	0.674325	-6.643856	-0.728907	-1.914662	-6.643856	-1.67064	-0.487348	-0.770129	0.535671	0.166014	-0.353119	-1.444989	0.199058	-0.413723	-0.314429	0.570377	-0.638385	-0.921892	-0.693381	1.020511	0.359578	-0.399233	-0.556518	-0.288839	1.406466	0.725863	0.855259	-0.284615	0.619407	-0.304736	-0.335041	-0.326156	0.428402	-0.438716	0.172443	0.526477	-0.615215	-0.401009	0.019071	0.500944537	0	0	0	0.500944537	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21	4	NA	105	9.28246	NA	NA	59	10.3557	NA	NA	117404	NA	NA	72.62196	NA	NA	0	0	NA	8.8056	NA	NA	NA	NA	2.342998	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown
LRRC8C	0.213	0.349	0.067	NA	380	-0.4971	5.22184874961636	12.5734	9.89473	4.87927	2.59153	5.35579	3.26963	2.87257	1.84657	2.00563	1.95908	0.678157	0.721061	2.0333	2.83069	2.04886	2.50041	2.20089	1.90528	4.36467	2.43793	8.66227	7.06233	3.63826	3.42008	3.51711	2.60355	2.11039	2.96398	1.3335	2.76061	3.95319	1.96319	2.11043	1.09772	1.46286	0.398093	6.84794	2.07587	1.17573	9.21741	4.09923	0.48528	3.06002	2.17976	3.92574	3.67269	4.11893	6.21689	1.67478	6.66686	5.15205	7.49079	2.51937	2.24235	0.212662	0.144927	0.300688	0.162318	0.255242	0.103964	-0.213094	-0.285916	-0.199042	0.316814	0.176067	0.353668	1.02954	0.191522	-0.50573	0.140602	0.184641	-0.244323	0.372076	0.167194	0.174737	1.240231	0.138769	0.11088	-0.268427	0.406376	-0.110257	0.218673	-0.113654	-0.775402	0.447329	0.192542	0.652909	-0.162812	0.175509	-0.275592	0.154165	-1.491757	0.38049	-0.464856	-0.166467	0.604849	0.178331	0.219504	-0.078541	0.188735	-0.447949	0.589317	-0.239569	0.023206	0.500943121	0	0	0	0.500943121	NA	NA	NA	NA	NA	0.09	NA	NA	NA	NA	NA	NA	2	57	806	5.90450028	727	7.2056	177	11.6483	350	7.86098	0.0165279231134417	1	136831	NA	NA	1405.17584	1	0.638582647	0	0	NA	NA	NA	NA	NA	NA	2.422204	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown
LRRFIP2	0.041	0.175	0.104	NA	6	-0.3942	11.698970004336	20.6148	15.8106	15.382	43.4145	31.2275	37.7434	19.5901	10.9681	11.6247	12.2128	35.4743	32.9199	14.5611	15.3218	11.9679	16.368	12.5588	10.5254	21.6916	12.5957	18.4379	37.9698	16.3698	45.0509	39.3695	24.4796	23.4795	30.2511	34.4203	32.4102	27.6067	34.0758	27.663	11.1066	14.8233	11.9686	27.6318	18.5913	37.4082	29.1315	26.3012	6.41862	17.4206	36.7479	29.9452	31.7704	22.4383	29.5401	16.7623	50.3546	24.5288	30.2439	36.6658	10.2231	0.163496	-0.057482	-0.436534	0.241416	0.386623	0.10571	0.277663	0.096265	0.102539	0.148157	0.286519	0.128972	0.223843	0.184756	0.220284	0.145596	0.129383	-0.580395	0.164591	0.059889	0.176006	-0.186522	0.147766	0.084257	0.162869	-0.153083	0.196887	0.309368	0.161089	-0.37063	-0.335355	-0.170438	-0.141062	0.307986	0.144159	-0.121544	0.139456	0.09283	0.235108	-0.16535	-0.173248	0.241959	0.458621	0.240127	0.113296	0.535112	0.494968	0.752264	-0.180805	0.0075126	0.500178612	0	0	0	0.500178612	NA	NA	NA	NA	NA	-0.06	NA	NA	NA	NA	NA	NA	2	35	396	NA	379	7.65904	66	10.2996	282	8.83751	0.0000000480060455389411	5	131063	NA	NA	407.782	1	0.522324622	0	0	NA	NA	NA	NA	0.996	NA	1.432768	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.924	NA	unknown
LSM1	NA	NA	NA	NA	54	0.6428	13.397940008672	25.5709	24.798	25.1745	40.4259	35.2586	35.676	25.2822	12.9382	16.2123	14.2911	25.0975	20.1304	15.4934	19.8622	11.3799	16.6227	14.963	12.2254	14.7452	15.5668	24.2346	48.5894	34.4915	27.8265	26.4194	29.5721	20.5966	28.8474	21.9621	31.4387	25.8687	20.5734	16.7768	17.1172	24.7993	10.2525	22.6822	18.7919	13.9396	23.7926	24.7433	9.43815	23.2633	24.3673	21.2063	20.8509	19.7775	20.3755	18.6592	24.7042	24.2719	31.9646	24.6008	5.93085	0.091601	0.069131	-0.12059	-0.244477	0.237955	0.171066	-0.896237	-0.467623	-0.117312	-0.096538	-0.168436	0.090359	0.082133	-0.328193	0.414152	-0.109048	0.352562	0.448577	-0.669831	-0.316253	-0.047242	0.230439	-0.075545	0.364622	-0.083126	0.134692	-0.055259	0.076486	-0.062536	-0.2167	-0.351268	-0.168545	0.102877	0.120357	0.089799	-0.368529	-0.075605	-0.201559	0.215367	0.061508	0.048612	-0.457854	-0.070862	0.268762	-0.160701	0.224494	0.314221	0.138373	-0.398915	0.043902	0.500255519	0	0	0	0.500255519	NA	NA	NA	NA	NA	-0.05	NA	NA	NA	NA	NA	NA	1	5	2	9.84503193	20	10.2329	15	48.6567	82	11.1008	0.931276896697764	3	13409	NA	NA	3.53481	NA	0.782960892	0	0	NA	NA	NA	NA	NA	NA	0.764173	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown
LSM2	NA	NA	NA	NA	1411	-0.5862	10.698970004336	52.9888	42.716	40.0507	61.5739	52.3421	57.5861	55.0455	21.7418	21.2817	22.1746	42.061	41.3327	23.9265	24.9329	19.9578	24.7331	22.6696	20.5546	41.474	26.7542	53.161	70.7208	150.631	89.1141	76.9762	58.1708	43.9988	46.4897	43.0871	45.7869	65.7598	20.3465	15.5662	25.8251	48.8556	15.096	49.8016	31.3246	24.4155	64.0474	63.4144	19.6263	46.5717	46.019	44.6264	49.2578	45.0081	56.6593	33.9514	56.574	53.5116	82.9083	54.9178	23.8306	-0.458614	-0.525403	0.244411	-0.674311	-0.497031	-0.472408	-0.642203	-0.09678	0.118604	-1.410914	-0.363991	-0.562075	0.784168	-0.359843	0.145683	-0.681827	-0.143353	-0.195085	-0.43607	-0.465076	-0.382237	-0.517297	-0.455936	-0.390761	-0.161736	-0.386033	-0.385245	-0.408793	-0.449653	0.237684	-0.141968	-0.417409	0.293801	-0.51049	-0.348204	-0.520935	0.162669	-0.344343	-0.569997	-0.097865	-0.342981	0.21712	-0.413219	-0.088963	0.10979	0.069881	-0.259263	0.400903	-0.281123	NA	0	0	0	0	0	NA	NA	NA	NA	NA	0.19	NA	NA	NA	NA	NA	NA	1	6	16	6.69860868	105	9.18906	38	38.0092	37	9.65756	0.00596281731563641	1	9588	NA	NA	NA	1	0.79617542	0	0	14.4486583636862	NA	NA	NA	0.939	0.997850725545021	3.430216	0.39414	0.50053	0.1456	0.08546	0.14285	0.59519	0.1	0.36679	0.49021	0.0416	0.26813	unknown
LSM6P2	NA	NA	NA	NA	42	-0.3392	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.05913	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	5	7.12795	NA	NA	4	6.42499	NA	NA	176	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0.13549	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown
LSMD1	0.094	0.322	0	NA	392	0.2162	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.077324	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.28	NA	NA	NA	NA	NA	NA	4	16	39	NA	34	6.92205	28	16.8351	28	15.65645	0.00287648469673033	0	28553	NA	NA	3327.3423	NA	0.153042644	0	0	NA	NA	NA	NA	1	0.997980586224279	4.164351	0.9271	0.34444	0.32578	0.57201	0.73481	0.97236	0.618	0.9913	0.14033	0.885	0.7443	unknown
